sample_id	Bact_Phoc	Prevotella	Firmicutes	enterotype	Enterotype_Dysbiosis_Score
UC.013.02	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.362.05	0.3514281213283539	0.2496834695339203	0.4113977551460266	Firmicutes	0.7833725320148509
LD.333.06	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.335.02	0.343170166015625	0.3021489083766937	0.3891229033470154	Firmicutes	0.8273411399717965
HT.099.02	0.3437758684158325	0.2158776968717575	0.4256165623664856	Firmicutes	0.7553058509912088
LD.403.04	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.404.06	0.34403133392333984	0.2956693172454834	0.38555091619491577	Firmicutes	0.8343919299898421
UC.102.05	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
UC.159.01	0.3353288471698761	0.2418796718120575	0.42851245403289795	Firmicutes	0.749589614290055
UC.160.01	0.574489176273346	0.1649351716041565	0.2973528504371643	Bact_Phoc	0.5066233840422102
LD.322.05	0.510239839553833	0.1738584041595459	0.34066063165664673	Bact_Phoc	0.6414148622161002
LD.386.07	0.3593660891056061	0.25888803601264954	0.4191747307777405	Firmicutes	0.7680214627585012
LD.389.02	0.4408780336380005	0.17011220753192902	0.3932643234729767	Bact_Phoc	0.7869320118953447
LD.415.02	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.438.01	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.440.01	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.440.03	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
UC.162.01	0.3417724370956421	0.28130990266799927	0.38915830850601196	Firmicutes	0.8272712532865956
LD.032.02	0.34633880853652954	0.21526078879833221	0.42093831300735474	Firmicutes	0.7645403057859019
UC.166.01	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
UC.166.05	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
UC.172.01	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
UC.173.01	0.3771118223667145	0.2516559660434723	0.38816124200820923	Firmicutes	0.8292393752900309
HT.119.01	0.4509700834751129	0.14837056398391724	0.4180199205875397	Bact_Phoc	0.7657594615655634
LD.438.03	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.456.05	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.463.01	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
UC.178.01	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.331.02	0.34513452649116516	0.26404955983161926	0.4040489196777344	Firmicutes	0.7978784900594195
LD.331.03	0.3555598556995392	0.2528759837150574	0.39251643419265747	Firmicutes	0.8206426070842079
LD.482.02	0.34411633014678955	0.2995312213897705	0.3888121247291565	Firmicutes	0.8279545897641155
LD.491.01	0.3439589738845825	0.2944405972957611	0.3886275887489319	Firmicutes	0.828318847638496
LD.492.01	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.492.03	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.496.02	0.3911263942718506	0.17499321699142456	0.4151094853878021	Firmicutes	0.7760459013680957
LD.499.05	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.499.10	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
UC.187.01	0.3546355962753296	0.26804718375205994	0.38397032022476196	Firmicutes	0.837511888101218
UC.194.01	0.34461918473243713	0.29678893089294434	0.3846438229084015	Firmicutes	0.8361824527486466
UC.196.01	0.34411633014678955	0.3023688793182373	0.3880120515823364	Firmicutes	0.8295338641335626
UC.198.01	0.33892229199409485	0.2806238532066345	0.3954150974750519	Firmicutes	0.81492089945567725
LD.248.06	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.248.07	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.362.04	0.34461918473243713	0.29747289419174194	0.3839110732078552	Firmicutes	0.8376288365272949
LD.363.04	0.34374764561653137	0.23614023625850677	0.417722225189209	Firmicutes	0.7708885816670208
